Position,Artist Name,Song Name,Days Song Released,Top 10 (xTimes),Peak Position,Number of times in Peak Position,Peak Streams,Total Streams,Total of all streams,Percentage of Total streams,,,
274,Fetty Wap ,679,501,111,2,14,850028,165220739,2.02936E+11,0.081415208,,,
275,Kali Uchis ,telepatía,395,44,3,8,1064644,164803198,2.02936E+11,0.081209458,,,
276,Calboy ,Envy Me,440,0,22,0,669228,164149940,2.02936E+11,0.080887554,,,
277,Justin Bieber ,Ghost,399,4,9,0,895735,163964781,2.02936E+11,0.080796314,,,
278,Adele ,Hello,404,89,1,19,2758752,163937424,2.02936E+11,0.080782834,,,
279,Joji ,Glimpse of Us,201,83,1,16,2474076,163315058,2.02936E+11,0.080476153,,,
280,Burl Ives ,A Holly Jolly Christmas  Single Version,278,31,5,0,4242454,163198351,2.02936E+11,0.080418643,,,
281,Julia Michaels ,Issues,414,0,11,0,959567,163082925,2.02936E+11,0.080361765,,,
282,Kate Bush ,Running Up That Hill (A Deal With God),182,98,1,30,2430143,163034803,2.02936E+11,0.080338053,,,
283,Migos ,TShirt,393,23,6,0,1068559,162318539,2.02936E+11,0.079985102,,,
284,Giveon ,HEARTBREAK ANNIVERSARY,371,30,8,0,950623,162181516,2.02936E+11,0.079917581,,,
285,ZAYN ,I Don’t Wanna Live Forever (Fifty Shades Darker),378,72,3,14,1195770,161895465,2.02936E+11,0.079776625,,,
286,Drake ,Toosie Slide,239,79,1,20,2670968,161667752,2.02936E+11,0.079664416,,,
287,Kanye West ,Father Stretch My Hands Pt. 1,607,12,4,0,855048,161479699,2.02936E+11,0.07957175,,,
288,Zedd ,Stay,317,4,9,0,977390,161032066,2.02936E+11,0.079351171,,,
289,Major Lazer ,Cold Water,274,99,1,10,1389715,160700352,2.02936E+11,0.079187714,,,
290,Lil Nas X ,THATS WHAT I WANT,358,23,2,1,1896424,160369392,2.02936E+11,0.079024628,,,
291,Future ,WAIT FOR U,243,24,2,1,1885004,160359546,2.02936E+11,0.079019776,,,
292,Lil Uzi Vert ,Sanguine Paradise,382,30,6,0,1205774,160244733,2.02936E+11,0.0789632,,,
293,Maroon 5 ,Memories,372,17,6,0,1118361,159686092,2.02936E+11,0.078687921,,,
294,Lil Pump ,Gucci Gang,242,90,2,51,1574100,159368635,2.02936E+11,0.078531489,,,
295,Lil Uzi Vert ,Money Longer,648,0,33,0,440383,159142673,2.02936E+11,0.078420142,,,
296,DJ Snake ,Let Me Love You,300,107,3,16,1147152,158366154,2.02936E+11,0.0780375,,,
297,Hailee Steinfeld ,Starving,423,36,9,0,765280,158320524,2.02936E+11,0.078015015,,,
298,JP Saxe ,If The World Was Ending,520,0,43,0,444524,156928093,2.02936E+11,0.077328872,,,
299,The Chainsmokers ,Something Just Like This,364,29,2,2,1478265,156839599,2.02936E+11,0.077285265,,,
300,Olivia Rodrigo ,favorite crime,384,32,4,0,1886343,156762362,2.02936E+11,0.077247205,,,
301,Chris Stapleton ,Tennessee Whiskey,747,0,34,0,440951,156707370,2.02936E+11,0.077220107,,,
302,Gucci Mane ,I Get The Bag,335,13,7,0,931108,156184444,2.02936E+11,0.076962427,,,
303,Masked Wolf ,Astronaut In The Ocean,290,58,4,0,1028047,155387513,2.02936E+11,0.076569726,,,
304,Khalid ,Saturday Nights,391,0,13,0,965483,154969059,2.02936E+11,0.076363526,,,
305,H.E.R. ,Best Part,635,0,53,0,483402,154582091,2.02936E+11,0.076172841,,,
306,Rob $tone ,Chill Bill,442,4,10,0,686873,154052440,2.02936E+11,0.075911847,,,
307,YNW Melly ,223's,325,45,4,0,1161395,152984591,2.02936E+11,0.075385647,,,
308,Hozier ,Take Me To Church,644,147,1,58,669026,152777306,2.02936E+11,0.075283504,,,
309,Ed Sheeran ,Beautiful People,309,39,3,1,1615072,152409919,2.02936E+11,0.075102468,,,
310,Ariana Grande ,"break up with your girlfriend, i'm bored",235,49,1,4,3498779,152246486,2.02936E+11,0.075021934,,,
311,Playboi Carti ,Magnolia,365,1,10,0,868222,151502606,2.02936E+11,0.074655375,,,
312,Beach House ,Space Song,549,0,55,0,434347,151348745,2.02936E+11,0.074579557,,,
313,JAY,Z  Ni**as In Paris,995,0,97,0,318805,151213181,2.02936E+11,0.074512756,,,
314,Calvin Harris ,This Is What You Came For,288,106,2,1,975411,149620244,2.02936E+11,0.07372781,,,
315,Ariana Grande ,34+35,291,63,1,5,2698854,148864140,2.02936E+11,0.073355228,,,
316,Don Toliver ,After Party,400,0,11,0,768932,148828688,2.02936E+11,0.073337758,,,
317,Lizzo ,About Damn Time,243,51,3,1,1276164,148776441,2.02936E+11,0.073312013,,,
318,Calvin Harris ,Slide,281,15,8,0,967282,148615807,2.02936E+11,0.073232858,,,
319,Juice WRLD ,Righteous,333,24,2,6,2690579,148152203,2.02936E+11,0.073004409,,,
320,THE SCOTTS ,THE SCOTTS,237,70,1,13,3345119,147793519,2.02936E+11,0.072827662,,,
321,The Kid LAROI ,WITHOUT YOU,338,33,6,0,769614,147434939,2.02936E+11,0.072650966,,,
322,Young Thug ,pick up the phone,552,0,29,0,455209,146950542,2.02936E+11,0.072412271,,,
323,Zach Bryan ,Something in the Orange,251,20,4,0,992100,146934063,2.02936E+11,0.072404151,,,
324,Justin Timberlake ,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",437,60,5,0,936011,146405505,2.02936E+11,0.072143695,,,
325,Shawn Mendes ,Stitches,535,82,5,0,668552,146222899,2.02936E+11,0.072053713,,,
326,Pop Smoke ,Dior,532,0,15,0,793436,145804298,2.02936E+11,0.071847441,,,
327,Doja Cat ,Ain't Shit,356,39,4,0,1413486,145660715,2.02936E+11,0.071776688,,,
328,Lil Tjay ,Calling My Phone,301,61,1,8,1860203,145633110,2.02936E+11,0.071763085,,,
329,Charlie Puth ,Attention,346,0,16,0,797196,145299789,2.02936E+11,0.071598836,,,
330,Lil Skies ,Nowadays,441,0,24,0,626292,144878462,2.02936E+11,0.07139122,,,
331,Doja Cat ,You Right,386,13,4,0,1574035,144688259,2.02936E+11,0.071297494,,,
332,Drake ,Portland,331,26,2,5,2385233,144664417,2.02936E+11,0.071285746,,,
333,Bing Crosby ,White Christmas,280,17,1,1,2836396,144606354,2.02936E+11,0.071257134,,,
334,Harry Styles ,Late Night Talking,219,29,2,10,3721821,144096811,2.02936E+11,0.071006049,,,
335,Jay Rock ,King's Dead,292,31,7,0,1146306,144088666,2.02936E+11,0.071002035,,,
336,Cardi B ,Up,247,76,2,4,1133283,143743718,2.02936E+11,0.070832056,,,
337,Bad Bunny ,MIA,287,22,2,5,2409584,143656931,2.02936E+11,0.070789291,,,
338,Hailee Steinfeld ,Let Me Go,357,0,17,0,728233,143350902,2.02936E+11,0.07063849,,,
339,The Weeknd ,I Feel It Coming,331,21,5,0,1157486,143319177,2.02936E+11,0.070622857,,,
340,Sia ,Cheap Thrills,371,9,9,0,822906,142986096,2.02936E+11,0.070458726,,,
341,SZA ,Love Galore,426,0,23,0,645447,142655912,2.02936E+11,0.070296022,,,
342,Lukas Graham ,7 Years,414,79,2,8,972767,142277410,2.02936E+11,0.070109509,,,
343,Morgan Wallen ,You Proof,230,6,9,0,1723507,141716685,2.02936E+11,0.069833203,,,
344,gnash ,"i hate u, i love u",385,0,16,0,563858,141690287,2.02936E+11,0.069820195,,,
345,Rae Sremmurd ,Swang,393,0,21,0,680384,141632137,2.02936E+11,0.069791541,,,
346,Nat King Cole ,The Christmas Song (Merry Christmas To You),232,12,5,0,3214273,141071360,2.02936E+11,0.069515209,,,
347,Dean Lewis ,Be Alright,453,0,19,0,671232,141016791,2.02936E+11,0.069488319,,,
348,Post Malone ,I Like You (A Happier Song),208,96,2,1,2000190,140872042,2.02936E+11,0.069416991,,,
349,Lil Xan ,Betrayed,374,0,21,0,669421,140250610,2.02936E+11,0.069110771,,,
350,Yot Club ,YKWIM?,504,0,58,0,351933,139804345,2.02936E+11,0.068890866,,,
351,Kendrick Lamar ,LOYALTY. FEAT. RIHANNA.,330,14,4,0,2725761,139730182,2.02936E+11,0.068854321,,,
352,Sam Smith ,Dancing With A Stranger,328,3,10,0,1143794,138760630,2.02936E+11,0.068376559,,,
353,Doja Cat ,Get Into It (Yuh),391,0,16,0,751498,138640495,2.02936E+11,0.06831736,,,
354,Migos ,MotorSport,311,11,6,0,1088075,138467640,2.02936E+11,0.068232183,,,
355,Carolina Gaitán ,La Gaita  We Don't Talk About Bruno,201,104,1,55,1486869,138398595,2.02936E+11,0.06819816,,,
356,Harry Styles ,Falling,501,3,4,0,1454982,138072456,2.02936E+11,0.06803745,,,
357,DJ Khaled ,Wild Thoughts,231,71,1,1,1578440,138033504,2.02936E+11,0.068018256,,,
358,Lil Uzi Vert ,You Was Right,501,0,26,0,490509,138001040,2.02936E+11,0.068002258,,,
359,Kiiara ,Gold,403,0,18,0,582552,137920503,2.02936E+11,0.067962572,,,
360,Kanye West ,Heartless,439,0,38,0,463393,137403023,2.02936E+11,0.067707576,,,
361,Luke Combs ,Forever After All,403,7,2,5,2346240,137048398,2.02936E+11,0.067532829,,,
362,Mark Ronson ,Uptown Funk,531,127,1,56,778194,136885294,2.02936E+11,0.067452456,,,
363,Frank Sinatra ,Let It Snow! Let It Snow! Let It Snow!,305,8,8,0,2646892,136448853,2.02936E+11,0.067237393,,,
364,Y2K ,Lalala,321,0,11,0,820166,136394278,2.02936E+11,0.0672105,,,
365,Ski Mask The Slump God ,Faucet Failure,415,0,25,0,671084,136293354,2.02936E+11,0.067160768,,,
366,Jack Ü ,Where Are Ü Now,447,118,3,1,564731,135999812,2.02936E+11,0.067016121,,,
367,Flo Rida ,My House,411,64,4,0,787490,135782448,2.02936E+11,0.066909011,,,
368,Noah Cyrus ,July,509,0,56,0,438400,135753612,2.02936E+11,0.066894802,,,
369,Lil Tjay ,F.N,442,0,23,0,703283,135359031,2.02936E+11,0.066700365,,,
370,DJ Khaled ,POPSTAR,317,26,1,2,2013630,135192435,2.02936E+11,0.066618273,,,
371,Saweetie ,Best Friend,299,1,10,0,732662,135156338,2.02936E+11,0.066600485,,,
372,Bad Bunny ,Efecto,236,16,9,0,1315548,134743830,2.02936E+11,0.066397215,,,
373,The Weeknd ,Save Your Tears,327,8,2,1,1723905,134482363,2.02936E+11,0.066268373,,,
374,Ariana Grande ,Side To Side,332,75,5,0,875628,134449731,2.02936E+11,0.066252293,,,
375,Bad Bunny ,Yonaguni,347,14,3,2,1727530,133665412,2.02936E+11,0.065865807,,,
376,Liam Payne ,Strip That Down,311,0,11,0,770674,133182143,2.02936E+11,0.065627668,,,
377,The Weeknd ,Earned It (Fifty Shades Of Grey),532,103,2,2,612611,132827332,2.02936E+11,0.06545283,,,
378,Drake ,Fair Trade,301,33,2,2,5616734,132758753,2.02936E+11,0.065419036,,,
379,Morgan Wallen ,Sand In My Boots,460,2,4,0,1020974,132664367,2.02936E+11,0.065372526,,,
380,Trippie Redd ,Miss The Rage,349,8,3,6,1699784,132399703,2.02936E+11,0.065242108,,,
381,Bruno Mars ,24K Magic,349,13,5,0,937406,132118188,2.02936E+11,0.065103387,,,
382,Lil Nas X ,Old Town Road,175,50,1,2,2450954,132031403,2.02936E+11,0.065060623,,,
383,ZAYN ,PILLOWTALK,297,84,1,10,1277421,131983424,2.02936E+11,0.06503698,,,
384,BTS ,Dynamite,332,14,3,3,1824254,131917493,2.02936E+11,0.065004492,,,
385,Kygo ,It Ain't Me,272,28,3,3,1169170,130487216,2.02936E+11,0.064299699,,,
386,DaBaby ,VIBEZ,285,2,4,0,1371845,129872425,2.02936E+11,0.063996751,,,
387,Russ ,Losin Control,512,0,58,0,379457,129835284,2.02936E+11,0.063978449,,,
388,Portugal. The Man ,Feel It Still,331,0,13,0,756792,129571919,2.02936E+11,0.063848672,,,
389,NEIKED ,Better Days (NEIKED x Mae Muller x Polo G),321,20,6,0,883029,129400161,2.02936E+11,0.063764035,,,
390,Shawn Mendes ,Treat You Better,321,1,10,0,740821,129275991,2.02936E+11,0.063702848,,,
391,Bad Bunny ,Moscow Mule,219,11,1,1,2582359,128972121,2.02936E+11,0.063553112,,,
392,Cardi B ,Money,273,1,9,0,1148815,128812752,2.02936E+11,0.06347458,,,
393,Morgan Wallen ,7 Summers,388,7,3,2,2269891,128247607,2.02936E+11,0.063196096,,,
394,José Feliciano ,Feliz Navidad,222,11,6,0,3233033,128148147,2.02936E+11,0.063147085,,,
395,Travis Scott ,YOSEMITE,320,4,7,0,2092634,127780533,2.02936E+11,0.062965937,,,
396,Famous Dex ,JAPAN,299,0,11,0,1019372,127676006,2.02936E+11,0.06291443,,,
397,Farruko ,Pepas,337,0,16,0,696956,127483860,2.02936E+11,0.062819747,,,
398,Justin Bieber ,Mistletoe,295,0,13,0,1898014,127188550,2.02936E+11,0.062674228,,,
399,THE ANXIETY ,Meet Me At Our Spot,281,21,8,0,852099,126861687,2.02936E+11,0.062513161,,,
400,Polo G ,21,425,0,35,0,462532,126417091,2.02936E+11,0.062294079,,,
401,Vance Joy ,Riptide,753,0,12,0,273070,126349492,2.02936E+11,0.062260768,,,
402,DJ Snake ,Taki Taki,238,27,4,0,1308756,126096694,2.02936E+11,0.062136198,,,
403,Grouplove ,Tongue Tied,525,0,100,0,284533,125880696,2.02936E+11,0.062029762,,,
404,Diplo ,Heartless,444,0,53,0,436704,125811158,2.02936E+11,0.061995496,,,
405,StaySolidRocky ,Party Girl,239,53,2,21,1169465,125662367,2.02936E+11,0.061922176,,,
406,Taylor Swift ,AntiHero,69,46,1,14,7786096,124825787,2.02936E+11,0.061509938,,,
407,Quality Control ,Baby (Lil Baby feat. DaBaby),308,0,14,0,779096,124162581,2.02936E+11,0.061183132,,,
408,Billie Eilish ,idontwannabeyouanymore,400,0,40,0,516523,123991487,2.02936E+11,0.061098823,,,
409,Queen ,Bohemian Rhapsody  Remastered 2011,420,0,36,0,537813,123761624,2.02936E+11,0.060985554,,,
410,NLE Choppa ,Camelot,297,4,7,0,932296,123589568,2.02936E+11,0.060900771,,,
411,Luke Combs ,When It Rains It Pours,565,0,84,0,306131,123431139,2.02936E+11,0.060822703,,,
412,Flume ,Never Be Like You,357,0,14,0,604526,123343026,2.02936E+11,0.060779283,,,
413,J Balvin ,LA CANCIÓN,443,0,30,0,626782,123298668,2.02936E+11,0.060757425,,,
414,Lil Baby ,Woah,269,0,11,0,1046993,122876453,2.02936E+11,0.060549372,,,
415,OneRepublic ,I Ain't Worried,206,36,6,0,847839,122488638,2.02936E+11,0.06035827,,,
416,Playboi Carti ,Shoota,420,0,23,0,826235,122469617,2.02936E+11,0.060348897,,,
417,2 Chainz ,It's A Vibe,403,0,35,0,543374,122067552,2.02936E+11,0.060150773,,,
418,Doja Cat ,Vegas (From the Original Motion Picture Soundtrack ELVIS),234,29,7,0,922178,121176458,2.02936E+11,0.059711672,,,
419,Juice WRLD ,Legends,418,2,4,0,1239344,121077739,2.02936E+11,0.059663026,,,
420,Rae Sremmurd ,Powerglide,263,0,15,0,940053,120839941,2.02936E+11,0.059545848,,,
421,XXXTENTACION ,Revenge,412,0,16,0,1119765,120698497,2.02936E+11,0.059476149,,,
422,Ariana Grande ,God is a woman,227,26,4,0,1528413,120468984,2.02936E+11,0.059363052,,,
423,Chris Brown ,Go Crazy,345,0,19,0,611457,120431219,2.02936E+11,0.059344443,,,
424,Martin Garrix ,In the Name of Love,304,0,11,0,720257,120205635,2.02936E+11,0.059233283,,,
425,Sam Smith ,Unholy,98,58,1,28,2488457,120201022,2.02936E+11,0.05923101,,,
426,Pop Smoke ,Mood Swings,306,6,9,0,846397,119371547,2.02936E+11,0.058822273,,,
427,The Chainsmokers ,Paris,224,45,3,1,1275674,119358756,2.02936E+11,0.05881597,,,
428,Lil Skies ,Red Roses,365,0,36,0,532229,119331204,2.02936E+11,0.058802393,,,
429,Wiz Khalifa ,See You Again,452,85,1,26,995751,119131650,2.02936E+11,0.058704059,,,
430,Billie Eilish ,wish you were gay,271,16,2,2,2039013,119110503,2.02936E+11,0.058693639,,,
431,Måneskin ,Beggin',231,29,4,0,1100134,118922920,2.02936E+11,0.058601204,,,
432,DNCE ,Cake By The Ocean,420,0,14,0,546287,118801783,2.02936E+11,0.058541512,,,
433,Kanye West ,Bound 2,361,0,20,0,606925,118764637,2.02936E+11,0.058523208,,,
434,Travis Scott ,Antidote,535,0,12,0,509143,118146637,2.02936E+11,0.058218678,,,
435,The Kid LAROI ,GO,350,0,12,0,833612,117833168,2.02936E+11,0.058064211,,,
436,Post Malone ,Take What You Want,229,24,2,5,2796808,117464544,2.02936E+11,0.057882566,,,
437,Michael Bublé ,Holly Jolly Christmas,266,0,13,0,2443625,117362413,2.02936E+11,0.057832239,,,
438,Jordan Davis ,Buy Dirt,446,0,58,0,353342,117239640,2.02936E+11,0.057771741,,,
439,Bad Bunny ,Ojitos Lindos,226,1,10,0,1230515,117064880,2.02936E+11,0.057685625,,,
440,Cochise ,Tell Em,352,0,26,0,651174,116861554,2.02936E+11,0.057585433,,,
441,Miguel ,Sky Walker,302,0,19,0,702194,116395947,2.02936E+11,0.057355997,,,
442,Lil Peep ,Falling Down  Bonus Track,236,20,1,6,2158263,116066331,2.02936E+11,0.057193574,,,
443,Kelly Clarkson ,Underneath the Tree,202,9,8,0,2346598,115764085,2.02936E+11,0.057044637,,,
444,Lil Skies ,Lust,426,0,75,0,379237,115693481,2.02936E+11,0.057009846,,,
445,The Weeknd ,Heartless,232,21,1,8,2634575,115431955,2.02936E+11,0.056880974,,,
446,Ellie Goulding ,Hate Me,370,0,13,0,917238,115056947,2.02936E+11,0.056696183,,,
447,Wallows ,Are You Bored Yet?,420,0,54,0,399406,114791296,2.02936E+11,0.056565279,,,
448,Travis Scott ,STARGAZING,225,21,1,1,4244308,114669162,2.02936E+11,0.056505096,,,
449,Ariana Grande ,Into You,305,1,10,0,710370,114250630,2.02936E+11,0.056298857,,,
450,Eminem ,'Till I Collapse,771,0,41,0,431726,114132725,2.02936E+11,0.056240758,,,
451,NLE Choppa ,Walk Em Down,246,0,12,0,730180,113510926,2.02936E+11,0.055934356,,,
452,DJ Snake ,Middle,353,0,14,0,634100,113465863,2.02936E+11,0.055912151,,,
453,Khalid ,OTW,294,0,17,0,915514,113437143,2.02936E+11,0.055897998,,,
454,Taylor Swift ,You Need To Calm Down,250,22,1,1,2459661,113303615,2.02936E+11,0.0558322,,,
455,Playboi Carti ,Sky,361,0,25,0,583880,113291304,2.02936E+11,0.055826134,,,
456,Lil Wayne ,Sucker For Pain,344,0,12,0,704290,113258771,2.02936E+11,0.055810103,,,
457,Maroon 5 ,What Lovers Do,227,4,7,0,925163,113203255,2.02936E+11,0.055782746,,,
458,d4vd ,Romantic Homicide,149,48,2,1,1061087,112839982,2.02936E+11,0.055603738,,,
459,Drake ,I'm Upset,170,26,4,0,3945109,112748287,2.02936E+11,0.055558553,,,
460,GAYLE ,abcdefu,210,61,5,0,940468,112733991,2.02936E+11,0.055551509,,,
461,Justin Bieber ,Holy,248,35,1,1,2020462,112093148,2.02936E+11,0.055235723,,,
462,YNW Melly ,Suicidal,216,19,6,0,1113095,111505967,2.02936E+11,0.05494638,,,
463,Post Malone ,Enemies,255,21,3,3,3198197,111333320,2.02936E+11,0.054861305,,,
464,CJ ,Whoopty,230,58,3,3,834077,111327394,2.02936E+11,0.054858385,,,
465,WILLOW ,Wait a Minute!,384,0,12,0,578328,111162304,2.02936E+11,0.054777034,,,
466,Ed Sheeran ,Photograph,679,0,16,0,349617,111120972,2.02936E+11,0.054756667,,,
467,A$AP Rocky ,Praise The Lord (Da Shine),281,3,5,0,1339872,110819424,2.02936E+11,0.054608075,,,
468,21 Savage ,No Heart,382,0,18,0,559060,110613158,2.02936E+11,0.054506434,,,
469,YG ,BIG BANK,267,0,21,0,870915,110251626,2.02936E+11,0.054328283,,,
470,Billie Eilish ,Therefore I Am,237,15,1,7,1754735,109936841,2.02936E+11,0.054173168,,,
471,Nio Garcia ,Te Boté  Remix,303,0,35,0,552785,109733059,2.02936E+11,0.054072751,,,
472,Cardi B ,Bartier Cardi,221,35,3,6,1093964,109650225,2.02936E+11,0.054031933,,,
473,Kid Cudi ,Pursuit Of Happiness (Nightmare),413,0,47,0,391076,109480124,2.02936E+11,0.053948113,,,
474,J Balvin ,Mi Gente,238,28,7,0,867663,109423268,2.02936E+11,0.053920096,,,
475,Ava Max ,Sweet but Psycho,320,0,30,0,590175,109220489,2.02936E+11,0.053820173,,,
476,Walker Hayes ,Fancy Like,303,0,20,0,632758,109183937,2.02936E+11,0.053802162,,,
477,Selena Gomez ,Lose You To Love Me,186,34,1,5,2659591,109150331,2.02936E+11,0.053785602,,,
478,Olivia Rodrigo ,happier,228,29,5,0,2279399,109009363,2.02936E+11,0.053716138,,,
479,Dean Martin ,Let It Snow! Let It Snow! Let It Snow!,187,7,7,0,3413764,108868445,2.02936E+11,0.053646698,,,
480,Lil Durk ,Broadway Girls,291,11,4,0,1210147,108689365,2.02936E+11,0.053558453,,,
481,Morgan Wallen ,Cover Me Up,437,0,23,0,664005,108508201,2.02936E+11,0.053469182,,,
482,blackbear ,do re mi,373,0,26,0,628184,108380091,2.02936E+11,0.053406054,,,
483,Sam Smith ,Stay With Me,548,127,1,2,442402,108129184,2.02936E+11,0.053282415,,,
484,Shawn Mendes ,There's Nothing Holdin' Me Back,278,0,26,0,711457,107955518,2.02936E+11,0.053196838,,,
485,Kanye West ,I Love It (& Lil Pump),175,32,1,11,1942212,107854141,2.02936E+11,0.053146883,,,
486,Jeremih ,oui,419,0,21,0,528778,107730094,2.02936E+11,0.053085757,,,
487,Camila Cabello ,Never Be the Same,236,8,5,0,1048100,107372683,2.02936E+11,0.052909637,,,
488,Billie Eilish ,you should see me in a crown,325,3,7,0,1608603,107243178,2.02936E+11,0.052845821,,,
489,Shawn Mendes ,If I Can't Have You,209,28,3,1,1474486,107192421,2.02936E+11,0.05282081,,,
490,Yo Gotti ,Rake It Up,284,0,17,0,715011,107156568,2.02936E+11,0.052803143,,,
491,Post Malone ,Ball For Me,215,6,8,0,2786889,107079418,2.02936E+11,0.052765126,,,
492,Post Malone ,One Right Now,261,7,1,2,1830368,106856619,2.02936E+11,0.052655338,,,
493,Olivia Rodrigo ,"jealousy, jealousy",256,4,9,0,1994138,106842027,2.02936E+11,0.052648148,,,
494,Eminem ,Lucky You,207,28,1,9,2638639,106685258,2.02936E+11,0.052570897,,,
495,Olivia Rodrigo ,brutal,211,21,2,1,2849969,106587197,2.02936E+11,0.052522576,,,
496,Ali Gatie ,It's You,297,0,15,0,791346,106473404,2.02936E+11,0.052466503,,,
497,Bazzi ,Beautiful,290,0,28,0,586218,105769712,2.02936E+11,0.052119747,,,
498,Rich The Kid ,New Freezer,310,0,25,0,595266,105262051,2.02936E+11,0.051869589,,,
499,Niall Horan ,Slow Hands,271,0,24,0,614747,105220848,2.02936E+11,0.051849285,,,
500,Frank Ocean ,Lost,303,1,10,0,657541,105158717,2.02936E+11,0.051818669,,,
501,Pooh Shiesty ,Back In Blood,283,7,9,0,718634,105011176,2.02936E+11,0.051745966,,,
502,Maroon 5 ,Sugar,478,67,1,5,667233,104864460,2.02936E+11,0.051673669,,,
503,Elvis Presley ,Blue Christmas,254,0,11,0,1959442,104768563,2.02936E+11,0.051626414,,,
504,Lil Baby ,We Paid,283,10,9,0,824708,104746275,2.02936E+11,0.051615432,,,
505,The Ronettes ,Sleigh Ride,188,1,10,0,2784468,104353068,2.02936E+11,0.051421673,,,
506,Childish Gambino ,This Is America,157,29,1,13,2753489,103964722,2.02936E+11,0.051230309,,,
507,Russ ,What They Want,537,0,56,0,299961,103833455,2.02936E+11,0.051165625,,,
508,Lil Peep ,Star Shopping,416,0,88,0,316621,102969266,2.02936E+11,0.050739782,,,
509,YNW Melly ,Mixed Personalities,225,0,12,0,894571,102953208,2.02936E+11,0.050731869,,,
510,Sam Smith ,Too Good At Goodbyes,219,32,3,5,1243963,102793276,2.02936E+11,0.05065306,,,
511,JACKBOYS ,OUT WEST,262,4,2,1,1618620,102677098,2.02936E+11,0.050595811,,,
512,Halsey ,Now Or Never,254,0,12,0,798523,102516119,2.02936E+11,0.050516486,,,
513,Jack Harlow ,Tyler Herro,285,7,9,0,905350,102414445,2.02936E+11,0.050466385,,,
514,Marshmello ,FRIENDS,234,0,15,0,789940,102354557,2.02936E+11,0.050436874,,,
515,XXXTENTACION ,Hope,327,1,10,0,1443350,102329254,2.02936E+11,0.050424405,,,
516,Halsey ,Bad At Love,260,0,22,0,683397,101922633,2.02936E+11,0.050224036,,,
517,$uicideboy$ ,"...And to Those I Love, Thanks for Sticking Around",392,0,35,0,441747,101882235,2.02936E+11,0.050204129,,,
518,Lil Dicky ,Freaky Friday,192,23,5,0,1228612,101868561,2.02936E+11,0.050197391,,,
519,Juice WRLD ,Wasted,268,0,20,0,709978,101797919,2.02936E+11,0.050162581,,,
